Tanggal;Harga
26/05/2023;147550
29/05/2023;158650
30/05/2023;150100
31/05/2023;158950
01/06/2023;162000
02/06/2023;162000
05/06/2023;161150
06/06/2023;156350
07/06/2023;156350
08/06/2023;161650
09/06/2023;161650
12/06/2023;156300
13/06/2023;160000
14/06/2023;160000
15/06/2023;162200
16/06/2023;161650
19/06/2023;162000
20/06/2023;159350
21/06/2023;160500
22/06/2023;160850
23/06/2023;160600
26/06/2023;159150
27/06/2023;160300
28/06/2023;163350
29/06/2023;160000
30/06/2023;164400
03/07/2023;161100
04/07/2023;160750
05/07/2023;161100
06/07/2023;161100
07/07/2023;159600
10/07/2023;160450
11/07/2023;159300
12/07/2023;159150
13/07/2023;160750
14/07/2023;160750
17/07/2023;157950
18/07/2023;156500
19/07/2023;159500
20/07/2023;157950
21/07/2023;157950
24/07/2023;157900
25/07/2023;156450
26/07/2023;155800
27/07/2023;155850
28/07/2023;156250
31/07/2023;155850
01/08/2023;154750
02/08/2023;155700
03/08/2023;142450
04/08/2023;149800
07/08/2023;147100
08/08/2023;154200
09/08/2023;154200
10/08/2023;153500
11/08/2023;138600
14/08/2023;159000
15/08/2023;159000
16/08/2023;158650
17/08/2023;159500
18/08/2023;159000
21/08/2023;158650
22/08/2023;158650
23/08/2023;158650
24/08/2023;140500
25/08/2023;158650
28/08/2023;157550
29/08/2023;157900
30/08/2023;157900
31/08/2023;156450
01/09/2023;157550
04/09/2023;156450
05/09/2023;157550
06/09/2023;157900
07/09/2023;151000
08/09/2023;157500
11/09/2023;157500
12/09/2023;153300
13/09/2023;158400
14/09/2023;150100
15/09/2023;158400
18/09/2023;153300
19/09/2023;150100
20/09/2023;158950
21/09/2023;159200
22/09/2023;158650
25/09/2023;157350
26/09/2023;158450
27/09/2023;157700
28/09/2023;159500
29/09/2023;158700
02/10/2023;156250
03/10/2023;156600
04/10/2023;156600
05/10/2023;156250
06/10/2023;156250
09/10/2023;157700
10/10/2023;156300
11/10/2023;154450
12/10/2023;152450
13/10/2023;152450
16/10/2023;152450
17/10/2023;156300
18/10/2023;149800
19/10/2023;147700
20/10/2023;155200
23/10/2023;158350
24/10/2023;155050
25/10/2023;139650
26/10/2023;139650
27/10/2023;153500
30/10/2023;148950
31/10/2023;149150
01/11/2023;158750
02/11/2023;159000
03/11/2023;157450
06/11/2023;159150
07/11/2023;159200
08/11/2023;159550
09/11/2023;159400
10/11/2023;159450
13/11/2023;159700
14/11/2023;159300
15/11/2023;157650
16/11/2023;159300
17/11/2023;158900
20/11/2023;160450
21/11/2023;160050
22/11/2023;160450
23/11/2023;160450
24/11/2023;160450
27/11/2023;154350
28/11/2023;159550
29/11/2023;159250
30/11/2023;159250
01/12/2023;158000
04/12/2023;151650
05/12/2023;159550
06/12/2023;159550
07/12/2023;159550
08/12/2023;159350
11/12/2023;159600
12/12/2023;159400
13/12/2023;156650
14/12/2023;159400
15/12/2023;141650
18/12/2023;158100
19/12/2023;159500
20/12/2023;158500
21/12/2023;159200
22/12/2023;159200
25/12/2023;158000
26/12/2023;158000
27/12/2023;159200
28/12/2023;159500
29/12/2023;159500
01/01/2024;160000
02/01/2024;159250
03/01/2024;159500
04/01/2024;159500
05/01/2024;159200
08/01/2024;160000
09/01/2024;159800
10/01/2024;160100
11/01/2024;160350
12/01/2024;159150
15/01/2024;159450
16/01/2024;159450
17/01/2024;159450
18/01/2024;159450
19/01/2024;159050
22/01/2024;159550
23/01/2024;159250
24/01/2024;159550
25/01/2024;159900
26/01/2024;160100
29/01/2024;159250
30/01/2024;150000
31/01/2024;158900
01/02/2024;159000
02/02/2024;159100
05/02/2024;159100
06/02/2024;159100
07/02/2024;159150
08/02/2024;158350
09/02/2024;158350
12/02/2024;159100
13/02/2024;159000
14/02/2024;157500
15/02/2024;159000
16/02/2024;158700
19/02/2024;159100
20/02/2024;159100
21/02/2024;159100
22/02/2024;159100
23/02/2024;159000
26/02/2024;159250
27/02/2024;142300
28/02/2024;158950
29/02/2024;158450
01/03/2024;156650
04/03/2024;160100
05/03/2024;159800
06/03/2024;160300
07/03/2024;160600
08/03/2024;158500
11/03/2024;159200
12/03/2024;162900
13/03/2024;159800
14/03/2024;159800
15/03/2024;158550
18/03/2024;160100
19/03/2024;160300
20/03/2024;158350
21/03/2024;159800
22/03/2024;160350
25/03/2024;158850
26/03/2024;159800
27/03/2024;157350
28/03/2024;156900
29/03/2024;158000
01/04/2024;160250
02/04/2024;160050
03/04/2024;158000
04/04/2024;159800
05/04/2024;159900
08/04/2024;166100
09/04/2024;175550
10/04/2024;
11/04/2024;
12/04/2024;165000
15/04/2024;164400
16/04/2024;158800
17/04/2024;161200
18/04/2024;159850
19/04/2024;159300
22/04/2024;159600
23/04/2024;159050
24/04/2024;151550
25/04/2024;159450
26/04/2024;158750
29/04/2024;158200
30/04/2024;157350
01/05/2024;155000
02/05/2024;157250
03/05/2024;157000
06/05/2024;157300
07/05/2024;158200
08/05/2024;154850
09/05/2024;158900
10/05/2024;158900
13/05/2024;158200
14/05/2024;157100
15/05/2024;158200
16/05/2024;158600
17/05/2024;159850
20/05/2024;157650
21/05/2024;157100
22/05/2024;158200
23/05/2024;158900
24/05/2024;158900
27/05/2024;156550
28/05/2024;149100
29/05/2024;149100
30/05/2024;149600
31/05/2024;149000
03/06/2024;149900
04/06/2024;151000
05/06/2024;149200
06/06/2024;150500
07/06/2024;158800
10/06/2024;159000
11/06/2024;158900
12/06/2024;157800
13/06/2024;158800
14/06/2024;159850
17/06/2024;166650
18/06/2024;164500
19/06/2024;160050
20/06/2024;160050
21/06/2024;160050
24/06/2024;159600
25/06/2024;159750
26/06/2024;159450
27/06/2024;160700
28/06/2024;159450
01/07/2024;159500
02/07/2024;153500
03/07/2024;159500
04/07/2024;159350
05/07/2024;159550
08/07/2024;159500
09/07/2024;158650
10/07/2024;159500
11/07/2024;159500
12/07/2024;159300
15/07/2024;158200
16/07/2024;143400
17/07/2024;159300
18/07/2024;159300
19/07/2024;158200
22/07/2024;158300
23/07/2024;158200
24/07/2024;158400
25/07/2024;158400
26/07/2024;159250
29/07/2024;158400
30/07/2024;158950
31/07/2024;159300
01/08/2024;158400
02/08/2024;158200
05/08/2024;158200
06/08/2024;158400
07/08/2024;158400
08/08/2024;159250
09/08/2024;159500
12/08/2024;158400
13/08/2024;158200
14/08/2024;158200
15/08/2024;158200
16/08/2024;158200
19/08/2024;158200
20/08/2024;159500
21/08/2024;159500
22/08/2024;159500
23/08/2024;159500
26/08/2024;158150
27/08/2024;158300
28/08/2024;158300
29/08/2024;158300
30/08/2024;158300
02/09/2024;157600
03/09/2024;158150
04/09/2024;156550
05/09/2024;158150
06/09/2024;158300
09/09/2024;158150
10/09/2024;158100
11/09/2024;158150
12/09/2024;156050
13/09/2024;157600
16/09/2024;158600
17/09/2024;158300
18/09/2024;143200
19/09/2024;157900
20/09/2024;157700
23/09/2024;157150
24/09/2024;157950
25/09/2024;157150
26/09/2024;157200
27/09/2024;157750
30/09/2024;157900
01/10/2024;157900
02/10/2024;157900
03/10/2024;158650
04/10/2024;157700
07/10/2024;155550
08/10/2024;157700
09/10/2024;149000
10/10/2024;157700
11/10/2024;155550
14/10/2024;157700
15/10/2024;157150
16/10/2024;155600
17/10/2024;157200
18/10/2024;157500
21/10/2024;158050
22/10/2024;158050
23/10/2024;157500
24/10/2024;154200
25/10/2024;158650
28/10/2024;157500
29/10/2024;158350
30/10/2024;159250
31/10/2024;159050
01/11/2024;158400
04/11/2024;158950
05/11/2024;158500
06/11/2024;158500
07/11/2024;158950
08/11/2024;158550
11/11/2024;158500
12/11/2024;158500
13/11/2024;158500
14/11/2024;158450
15/11/2024;151000
18/11/2024;158500
19/11/2024;158500
20/11/2024;158500
21/11/2024;158400
22/11/2024;158400
25/11/2024;147050
26/11/2024;158500
27/11/2024;161050
28/11/2024;157600
29/11/2024;157600
02/12/2024;158150
03/12/2024;158150
04/12/2024;157600
05/12/2024;158150
06/12/2024;158150
09/12/2024;158150
10/12/2024;157600
11/12/2024;159150
12/12/2024;158150
13/12/2024;158150
16/12/2024;158150
17/12/2024;157600
18/12/2024;157600
19/12/2024;158550
20/12/2024;157600
23/12/2024;157600
24/12/2024;157850
25/12/2024;163450
26/12/2024;167200
27/12/2024;158700
30/12/2024;158950
31/12/2024;155700
01/01/2025;165000
02/01/2025;157950
03/01/2025;157900
06/01/2025;158400
07/01/2025;158700
08/01/2025;157900
09/01/2025;158700
10/01/2025;155400
13/01/2025;157000
14/01/2025;157850
15/01/2025;157850
16/01/2025;155400
17/01/2025;159800
20/01/2025;157850
21/01/2025;150350
22/01/2025;158700
23/01/2025;157800
24/01/2025;158700
27/01/2025;171100
28/01/2025;157200
29/01/2025;158150
30/01/2025;158700
31/01/2025;158700
03/02/2025;157000
04/02/2025;157600
05/02/2025;158400
06/02/2025;158350
07/02/2025;159200
10/02/2025;156950
11/02/2025;157800
12/02/2025;157800
13/02/2025;157800
14/02/2025;157800
17/02/2025;157800
18/02/2025;158650
19/02/2025;158750
20/02/2025;154650
21/02/2025;155450
24/02/2025;158350
25/02/2025;156650
26/02/2025;156650
27/02/2025;156650
28/02/2025;156650
03/03/2025;156250
04/03/2025;156650
05/03/2025;156650
06/03/2025;156250
07/03/2025;156650
10/03/2025;156650
11/03/2025;156650
12/03/2025;157200
13/03/2025;157800
14/03/2025;158350
17/03/2025;158350
18/03/2025;156650
19/03/2025;157200
20/03/2025;157200
21/03/2025;157200
24/03/2025;158900
25/03/2025;158900
26/03/2025;165550
27/03/2025;165550
28/03/2025;166100
31/03/2025;
01/04/2025;
02/04/2025;156650
03/04/2025;154300
04/04/2025;155000
07/04/2025;155550
08/04/2025;155550
09/04/2025;152500
10/04/2025;152800
11/04/2025;151900
14/04/2025;155650
15/04/2025;156100
16/04/2025;156100
17/04/2025;156100
18/04/2025;156100
21/04/2025;156100
22/04/2025;156100
23/04/2025;156100
24/04/2025;140100
25/04/2025;156100
28/04/2025;156100
29/04/2025;156100
30/04/2025;156100
01/05/2025;155000
02/05/2025;155000
05/05/2025;155000
06/05/2025;156100
07/05/2025;156100
08/05/2025;156100
09/05/2025;155650
12/05/2025;156100
13/05/2025;155650
14/05/2025;156100
15/05/2025;156100
16/05/2025;156100
19/05/2025;156100
20/05/2025;156100
21/05/2025;156100
22/05/2025;156100
23/05/2025;156100
26/05/2025;156100
27/05/2025;156100
28/05/2025;156100
29/05/2025;156100
30/05/2025;156100
